x,y
0,0
3.849,0
7.849,0
11.849,0
15.849,0
0,3.679
3.849,3.679
7.849,3.679
11.849,3.679
15.849,3.679
0,7.679
3.849,7.679
7.849,7.679
11.849,7.679
0,11.679
3.849,11.679
7.849,11.679
11.849,11.679
0,14.454
3.849,14.454
7.849,14.454
11.849,14.454
15.849,7.544
