x,y
6.61,2.035
11.11,2.035
15.61,2.035
2.11,6.535
6.61,6.535
11.11,6.535
15.61,6.535
20.11,6.535
2.11,11.035
6.61,11.035
11.11,11.035
15.61,11.035
20.11,11.035
2.11,15.535
6.61,15.535
11.11,15.535
15.61,15.535
20.11,15.535
6.61,20.035
11.11,20.035
15.61,20.035
