x,y
0,0
4.85,0
9.85,0
14.85,0
19.85,0
24.7,0
0,3.75
4.85,3.75
9.85,3.75
14.85,3.75
19.85,3.75
24.7,3.75
0,7.75
4.85,7.75
9.85,7.75
14.85,7.75
19.85,7.75
24.7,7.75
0,11.75
4.85,11.75
9.85,11.75
14.85,11.75
19.85,11.75
24.7,11.75
0,15.5
4.85,15.5
9.85,15.5
14.85,15.5
19.85,15.5
24.7,15.5
