x,y
7.92,3.345
12.42,3.345
16.92,3.345
3.42,7.845
7.92,7.845
12.42,7.845
16.92,7.845
21.42,7.845
3.42,12.345
7.92,12.345
12.42,12.345
16.92,12.345
21.42,12.345
3.42,16.845
7.92,16.845
12.42,16.845
16.92,16.845
21.42,16.845
7.92,21.345
12.42,21.345
16.92,21.345
