x,y
3.85,0
6.7,0
3.85,1.775
6.7,1.775
3.85,4.775
0.85,5
6.85,5
9.7,5
0.85,7.775
3.85,7.775
6.85,7.775
9.7,7.775
0.85,10.775
3.85,10.775
6.85,10.775
9.7,10.775
0.85,12.55
3.85,12.55
6.85,12.55
9.7,12.55
