x,y
5.85,0
8.85,0
5.85,1.775
8.85,1.775
5.85,4.775
8.85,4.775
5.85,7.775
8.85,7.775
0,8
2.85,8
11.85,8
14.7,8
0,11
2.85,11
5.85,11
8.85,11
11.85,11
14.7,11
0,14
2.85,14
5.85,14
8.85,14
11.85,14
14.7,14
0,16.775
2.85,16.775
5.85,16.775
8.85,16.775
11.85,16.775
14.7,16.775
