x,y
0,0
2.85,0
5.85,0
8.85,0
11.85,0
14.7,0
0,2.767
2.85,2.767
5.85,2.767
8.85,2.767
11.85,2.767
14.7,2.767
0,5.767
2.85,5.767
5.85,5.767
8.85,5.767
0,7.542
2.85,7.542
5.85,7.542
8.85,7.542
