x,y
0,0
4.85,0
0,1.957
4.85,1.957
0,6.957
4.85,6.957
9.85,6.957
14.85,6.957
19.85,6.957
0,10.92
4.85,10.92
9.85,10.92
14.85,10.92
19.85,10.92
24.85,10.92
0,15.92
4.85,15.92
9.85,15.92
14.85,15.92
19.85,15.92
24.85,15.92
29.91,15.92
0,20.695
4.85,20.695
9.85,20.695
14.85,20.695
19.85,20.695
24.85,20.695
29.91,20.695
29.68,13.718
24.832,8.87
19.725,3.763
14.85,3.55
9.85,2.46
