x,y
0,0
3.85,0
0,4
0,8
0,12
0,15.775
3.85,4
7.85,4
11.85,4
15.85,4
3.85,8
7.85,8
11.85,8
15.85,8
19.85,8
3.85,12
7.85,12
11.85,12
15.85,12
19.85,12
23.1,12
23.082,10.429
15.41,2.757
7.85,1.907
11.85,2.757
