x,y
5.54,1.465
9.54,1.465
14.54,1.465
1.54,5.1465
5.54,5.1465
9.54,5.1465
14.54,5.1465
1.54,9.1465
5.54,9.1465
9.54,9.1465
14.54,9.1465
1.54,13.1465
5.54,13.1465
9.54,13.1465
14.54,13.1465
5.54,17.1465
9.54,17.1465
14.54,17.1465
