x,y
0,0
4.85,0
9.85,0
14.85,0
19.85,0
24.7,0
0,3.775
4.85,3.775
9.85,3.775
14.85,3.775
19.85,3.775
24.7,3.775
0,7.775
4.85,7.775
9.85,7.775
14.85,7.775
19.85,7.775
24.7,7.775
0,11.775
4.85,11.775
9.85,11.775
14.85,11.775
19.85,11.775
24.7,11.775
0,15.775
4.85,15.775
9.85,15.775
14.85,15.775
19.85,15.775
24.7,15.775
0,19.55
4.85,19.55
9.85,19.55
14.85,19.55
19.85,19.55
24.7,19.55
