100,0,0,2.7197,9.2861,2.7197,1.1,5.6297,9.2861,5.6297,1.59,8.8997,9.2861,8.8997,6.1761,13.52,9.2861,8.8997,6.1761,13.52,6.1761,8.8997,1.59
220,0,0,4.44,13.58,4.44,1.64,8.76,13.58,8.76,2.37,13.611,13.58,13.611,9.239,20.48,13.58,13.611,9.239,20.48,9.239,13.611,2.37
300,0,0,4.7578,16.2983,4.7578,1.91,9.7878,16.2983,9.7878,2.76,15.4478,16.2983,15.4478,10.7883,23.4,16.2983,15.4478,10.7883,15.4478,2.76,23.4,10.7883
400,0,0,5.4009,18.7775,5.4009,2.21,11.2009,18.7775,11.2009,3.19,17.7509,18.7775,17.7509,12.3275,27.04,18.7775,17.7509,12.3275,27.04,12.3275,17.7509,3.19
500,0,0,6.1482,21.1468,6.1482,2.46,12.6382,21.1468,12.6382,3.55,19.9382,21.1468,19.9382,13.8268,30.21,21.1468,19.9382,13.8268,30.21,13.8268,19.9382,3.55
